borrower_id,credit_score,annual_income,employment_length,dti,loan_amount,term,interest_rate,loan_purpose,home_ownership,default_status
4857,595,125468,29,19.1%,12556,60m,11.88%,small_business,rent,1
4858,703,104517,25,31.8%,12058,60m,13.04%,small_business,mortgage,1
4859,792,20901,35,13.5%,41018,60m,8.81%,credit_card,rent,0
4860,618,107980,33,34.4%,36451,60m,16.86%,debt_consolidation,own,1
4861,642,127594,8,18.2%,27482,36m,19.8%,small_business,rent,1
4862,613,103597,11,23.6%,46494,36m,13.81%,debt_consolidation,own,1
4863,714,22881,1,38.0%,27005,60m,20.0%,credit_card,mortgage,0
4864,761,49863,37,28.8%,21135,36m,11.05%,small_business,rent,0
4865,598,131362,4,27.6%,25888,60m,19.14%,wedding,rent,1
4866,698,25622,4,29.9%,34481,36m,10.17%,small_business,mortgage,1
4867,623,142740,21,37.1%,30401,36m,20.61%,medical,rent,1
4868,741,21378,4,13.7%,42431,60m,21.61%,home_improvement,own,0
4869,554,103168,3,26.5%,26937,60m,20.95%,wedding,own,1
4870,649,113847,8,19.0%,47851,36m,9.31%,debt_consolidation,mortgage,1
4871,619,91186,28,5.4%,15146,36m,18.88%,medical,mortgage,1
4872,639,65201,21,9.4%,32101,60m,15.77%,wedding,rent,1
4873,553,140767,26,16.4%,13253,60m,24.72%,small_business,own,1
4874,675,127760,9,24.8%,5223,60m,12.23%,credit_card,rent,1
4875,780,79251,15,35.9%,7441,36m,20.43%,car,rent,0
4876,588,92572,9,32.7%,44590,36m,12.4%,medical,rent,1
4877,791,59255,5,24.4%,42149,60m,12.94%,medical,own,1
4878,712,83212,4,7.6%,14863,36m,7.22%,car,rent,0
4879,678,70210,5,15.0%,39952,36m,9.79%,small_business,own,1
4880,573,145629,24,17.8%,31564,36m,8.29%,medical,mortgage,1
4881,606,136736,3,26.8%,18653,36m,8.18%,debt_consolidation,rent,1
4882,649,42499,39,7.3%,26088,36m,5.18%,small_business,mortgage,1
4883,619,122552,31,23.6%,24499,36m,20.88%,debt_consolidation,rent,1
4884,590,71628,34,36.6%,44083,60m,14.36%,debt_consolidation,rent,1
4885,731,81360,9,29.7%,25682,36m,21.08%,medical,mortgage,0
4886,723,24603,33,32.9%,34132,36m,17.25%,small_business,rent,1
4887,609,113309,35,28.9%,6533,36m,21.63%,medical,rent,1
4888,657,147466,5,12.2%,19426,60m,15.08%,medical,rent,1
4889,737,105473,15,8.9%,16560,60m,6.88%,small_business,mortgage,0
4890,606,32632,18,34.0%,36409,36m,17.34%,small_business,mortgage,1
4891,580,50607,33,29.3%,17925,36m,18.56%,small_business,rent,1
4892,633,111873,24,25.1%,24987,36m,17.53%,wedding,rent,1
4893,701,85756,30,11.6%,12633,60m,21.03%,small_business,rent,1
4894,766,66994,16,26.1%,38065,36m,19.63%,credit_card,rent,0
4895,585,83382,29,6.1%,32125,36m,13.65%,small_business,mortgage,1
4896,762,90354,38,9.2%,5996,60m,21.38%,car,rent,1
4897,707,76344,30,15.9%,2014,60m,18.84%,small_business,mortgage,0
4898,701,73775,18,20.5%,16895,36m,7.41%,medical,own,1
4899,657,27349,34,9.2%,3674,36m,15.8%,car,own,1
4900,655,91154,28,9.2%,39867,36m,19.57%,wedding,rent,1
4901,707,47464,0,30.4%,22001,36m,16.07%,home_improvement,mortgage,0
4902,635,62624,3,24.9%,19864,36m,23.98%,debt_consolidation,own,1
4903,769,141897,27,23.7%,28321,60m,7.03%,credit_card,rent,0
4904,684,146866,17,20.8%,26082,36m,19.45%,car,own,1
4905,712,57344,25,39.2%,42131,60m,21.49%,wedding,own,0
4906,732,145857,39,6.7%,7957,36m,19.05%,debt_consolidation,rent,0
4907,769,103791,18,11.3%,6210,36m,12.71%,credit_card,mortgage,0
4908,563,44299,5,27.7%,20069,60m,12.71%,small_business,rent,1
4909,669,67975,0,9.8%,36851,60m,16.73%,wedding,rent,1
4910,687,21462,7,25.6%,28865,60m,12.94%,debt_consolidation,own,1
4911,629,140209,32,24.9%,20070,36m,22.66%,wedding,own,1
4912,693,101441,20,39.0%,6158,36m,7.2%,medical,own,1
4913,731,110456,23,35.9%,37550,36m,17.78%,medical,rent,1
4914,772,101788,24,38.1%,22572,36m,7.68%,small_business,own,0
4915,655,126540,18,9.0%,6100,36m,15.8%,debt_consolidation,own,1
4916,766,60581,28,35.4%,46469,60m,19.31%,small_business,own,1
4917,754,120372,9,9.5%,17525,36m,8.31%,small_business,own,1
4918,619,91289,11,27.2%,20456,60m,19.08%,credit_card,mortgage,1
4919,593,125541,32,30.2%,2097,36m,7.8%,debt_consolidation,rent,1
4920,622,34175,6,10.6%,11483,60m,17.41%,home_improvement,rent,1
4921,594,141704,16,27.1%,38232,36m,15.11%,small_business,rent,1
4922,777,26191,9,6.8%,3787,36m,10.96%,credit_card,mortgage,0
4923,733,103434,30,15.3%,42531,60m,7.23%,credit_card,rent,0
4924,656,104518,5,37.2%,23788,36m,19.72%,debt_consolidation,mortgage,1
4925,633,100158,16,11.0%,35451,60m,12.64%,car,rent,1
4926,631,86537,36,7.3%,18092,36m,6.73%,wedding,own,1
4927,799,135721,17,20.5%,3132,60m,20.46%,small_business,rent,0
4928,656,67645,25,34.8%,14314,60m,9.66%,small_business,mortgage,1
4929,734,128536,15,7.7%,40645,36m,19.73%,debt_consolidation,mortgage,0
4930,570,43283,7,17.4%,24582,36m,16.3%,car,rent,1
4931,745,143153,23,36.5%,29780,36m,8.89%,credit_card,mortgage,1
4932,727,106971,12,9.1%,34236,36m,6.53%,wedding,mortgage,0
4933,710,112759,28,15.9%,15068,36m,16.86%,medical,mortgage,1
4934,768,79123,31,32.2%,49401,36m,5.5%,small_business,own,1
4935,556,122780,23,24.0%,13057,36m,6.31%,medical,rent,1
4936,619,50024,15,34.1%,35622,60m,19.04%,wedding,own,1
4937,676,69630,10,8.9%,40506,36m,15.78%,small_business,own,1
4938,692,50734,31,37.2%,4026,60m,11.53%,wedding,own,1
4939,759,20515,5,37.7%,28563,36m,15.78%,debt_consolidation,rent,0
4940,709,130782,34,10.4%,40133,60m,16.83%,small_business,rent,0
4941,797,86727,32,6.2%,4550,36m,16.31%,car,mortgage,0
4942,752,117800,17,39.6%,32922,36m,17.85%,small_business,rent,0
4943,697,129164,36,21.9%,9089,60m,23.81%,debt_consolidation,rent,0
4944,765,66216,12,25.0%,18623,60m,12.78%,wedding,rent,0
4945,692,91833,9,26.6%,14043,36m,11.02%,home_improvement,mortgage,1
4946,725,78755,36,32.6%,3036,60m,5.77%,debt_consolidation,rent,1
4947,748,47856,25,33.4%,24516,60m,7.94%,debt_consolidation,own,1
4948,698,134959,16,11.8%,23164,60m,7.12%,debt_consolidation,mortgage,0
4949,719,93870,0,13.3%,8122,36m,11.71%,debt_consolidation,rent,0
4950,703,44162,24,35.7%,49346,60m,17.2%,car,own,0
4951,785,26008,33,33.7%,33786,60m,5.93%,small_business,own,0
4952,669,27987,38,26.6%,18150,36m,19.55%,car,rent,1
4953,677,82532,9,39.8%,24094,36m,12.95%,car,rent,1
4954,691,116502,19,30.7%,13692,36m,24.27%,home_improvement,rent,1
4955,606,23332,6,12.6%,14054,36m,16.37%,home_improvement,own,1
4956,714,86323,15,34.6%,3767,60m,20.43%,small_business,rent,1
4957,607,58990,36,19.5%,6708,60m,22.22%,small_business,mortgage,1
4958,570,29873,28,6.3%,43121,60m,22.78%,wedding,mortgage,1
4959,631,102542,11,16.2%,31292,36m,15.37%,debt_consolidation,mortgage,1
4960,618,105761,16,31.7%,30082,36m,12.93%,car,mortgage,1
4961,680,56444,19,38.6%,36024,36m,16.21%,home_improvement,rent,0
4962,636,55340,25,14.7%,28734,60m,13.04%,medical,rent,1
4963,767,125219,18,13.6%,44911,36m,9.81%,debt_consolidation,rent,0
4964,714,25033,11,24.7%,25461,36m,11.48%,wedding,mortgage,1
4965,765,93324,20,33.4%,7351,36m,9.66%,credit_card,own,0
4966,598,35689,33,31.1%,49031,36m,10.39%,car,own,1
4967,696,129756,6,24.6%,35517,36m,6.87%,debt_consolidation,rent,0
4968,664,107134,34,27.1%,19092,36m,13.53%,small_business,rent,0
4969,638,123016,14,13.5%,41184,60m,9.71%,debt_consolidation,own,1
4970,634,115239,0,20.1%,41718,36m,13.97%,credit_card,own,1
4971,677,20066,25,13.9%,47096,60m,20.84%,small_business,rent,0
4972,689,134159,34,36.0%,27041,36m,13.97%,medical,mortgage,1
4973,798,65246,24,8.9%,27676,60m,24.09%,home_improvement,rent,0
4974,738,27533,14,28.8%,36481,36m,7.96%,home_improvement,rent,1
4975,718,100639,21,14.1%,14777,60m,22.01%,credit_card,mortgage,0
4976,710,90152,5,21.6%,26320,60m,9.97%,wedding,own,0
4977,727,131581,14,15.5%,10308,36m,23.68%,credit_card,rent,0
4978,666,135828,23,16.3%,45441,60m,9.54%,wedding,mortgage,1
4979,745,79658,20,14.1%,17329,36m,19.94%,wedding,mortgage,0
4980,676,58498,6,31.3%,15882,60m,6.24%,home_improvement,mortgage,1
4981,783,129028,28,17.8%,6714,36m,17.6%,medical,mortgage,0
4982,798,31772,31,30.4%,28050,60m,9.37%,medical,rent,0
4983,620,109385,31,21.0%,45432,60m,18.4%,debt_consolidation,rent,1
4984,635,69036,4,24.2%,17753,36m,17.72%,credit_card,mortgage,1
4985,796,78531,3,24.0%,31979,36m,23.47%,credit_card,mortgage,1
4986,582,139159,21,39.2%,47089,60m,17.53%,credit_card,rent,1
4987,630,32940,17,17.8%,16630,60m,13.16%,small_business,mortgage,1
4988,701,138027,34,12.3%,19658,60m,8.87%,home_improvement,mortgage,1
4989,610,36932,16,36.9%,5709,36m,18.15%,home_improvement,mortgage,1
4990,610,115305,23,11.1%,35106,36m,7.33%,home_improvement,mortgage,1
4991,647,76827,1,34.2%,41529,36m,21.57%,medical,mortgage,1
4992,577,81431,12,10.3%,39043,36m,9.95%,home_improvement,rent,1
4993,735,44648,14,28.1%,13491,36m,15.48%,debt_consolidation,mortgage,0
4994,592,132947,4,10.3%,41530,36m,16.92%,small_business,rent,1
4995,718,52966,2,37.3%,10834,36m,12.25%,home_improvement,mortgage,0
4996,716,47777,36,24.8%,16358,36m,18.28%,small_business,mortgage,1
4997,635,144661,36,16.5%,11872,36m,10.0%,small_business,rent,1
4998,726,52567,36,9.9%,23657,60m,5.69%,medical,rent,1
4999,566,135259,2,18.0%,26827,36m,24.19%,credit_card,rent,1
5000,647,37174,34,29.7%,10173,36m,11.4%,small_business,mortgage,1
5001,747,62598,22,18.5%,18685,36m,19.27%,debt_consolidation,rent,0
5002,787,144711,27,13.6%,13333,36m,15.15%,medical,rent,0
5003,747,79199,29,25.2%,13356,60m,18.38%,car,mortgage,1
5004,647,33798,17,19.6%,42584,36m,7.22%,small_business,rent,1
5005,614,85364,35,10.8%,46917,60m,15.38%,wedding,rent,1
5006,623,37558,32,10.4%,13344,36m,12.84%,small_business,own,1
5007,634,81084,25,29.8%,46619,60m,14.04%,credit_card,own,1
5008,554,64237,39,39.1%,41998,36m,24.32%,home_improvement,rent,1
5009,551,85497,16,13.2%,43571,36m,7.73%,medical,mortgage,1
5010,571,20178,39,32.1%,17795,60m,20.09%,car,mortgage,1
5011,661,136932,6,8.1%,31743,36m,11.61%,medical,own,1
5012,606,106006,7,18.4%,3943,60m,10.81%,home_improvement,mortgage,1
5013,615,37118,30,22.7%,26649,36m,10.42%,medical,mortgage,1
5014,623,42616,11,14.4%,48783,60m,11.98%,car,own,1
5015,647,20798,30,23.5%,23021,60m,12.14%,medical,rent,1
5016,693,27601,18,35.9%,10348,60m,10.41%,debt_consolidation,mortgage,1
5017,661,45363,9,38.1%,13750,36m,18.35%,debt_consolidation,mortgage,1
5018,728,22795,38,8.5%,7385,36m,5.95%,home_improvement,own,1
5019,674,117462,11,14.5%,18639,60m,11.65%,wedding,own,1
5020,716,65264,19,39.3%,21494,60m,10.6%,wedding,rent,0
5021,635,122892,36,14.5%,44011,36m,20.03%,car,rent,1
5022,625,92833,6,29.2%,39800,36m,7.93%,car,rent,1
5023,637,149688,13,13.9%,41029,36m,23.81%,car,rent,1
5024,788,23084,10,17.5%,20640,60m,8.41%,car,mortgage,0
5025,717,115865,6,11.7%,37402,36m,12.4%,car,mortgage,1
5026,587,96646,28,35.0%,3891,36m,8.99%,wedding,mortgage,1
5027,737,20731,9,35.9%,30259,60m,10.73%,credit_card,mortgage,0
5028,608,21129,28,15.4%,30987,60m,20.22%,medical,rent,1
5029,687,48022,8,33.8%,12683,60m,14.53%,small_business,mortgage,1
5030,648,21605,35,17.5%,11967,36m,8.25%,car,own,1
5031,741,97506,9,8.5%,14128,36m,5.93%,wedding,mortgage,0
5032,792,129241,18,31.5%,42194,60m,9.6%,small_business,rent,0
5033,612,64130,30,25.9%,36738,60m,23.91%,debt_consolidation,rent,1
5034,598,49265,16,14.6%,30295,60m,21.91%,wedding,rent,1
5035,741,52330,8,13.9%,22337,60m,13.8%,small_business,mortgage,0
5036,581,88469,32,39.1%,24202,36m,14.64%,wedding,rent,1
5037,684,35187,33,35.2%,8771,60m,22.99%,small_business,own,1
5038,570,45791,23,33.3%,45452,36m,16.83%,wedding,own,1
5039,569,110436,8,9.5%,14857,36m,22.62%,medical,mortgage,1
5040,703,90610,6,31.4%,33301,60m,14.84%,small_business,rent,0
5041,676,132341,15,12.5%,33460,36m,9.0%,home_improvement,mortgage,0
5042,617,111962,18,39.2%,23387,36m,19.52%,wedding,own,1
5043,659,59867,38,6.8%,11832,36m,15.53%,home_improvement,rent,1
5044,665,136178,5,17.3%,49408,36m,18.37%,wedding,own,1
5045,763,20893,10,20.0%,14626,60m,8.14%,car,mortgage,0
5046,692,119694,11,33.8%,20485,60m,17.95%,credit_card,rent,1
5047,669,39773,12,31.8%,15423,36m,12.65%,wedding,mortgage,1
5048,781,24239,11,18.1%,33403,36m,11.64%,credit_card,rent,0
5049,762,40863,20,24.8%,32623,36m,18.43%,medical,mortgage,0
5050,628,71415,9,34.2%,18802,36m,16.84%,credit_card,mortgage,1
5051,763,88968,19,5.6%,18333,60m,17.98%,small_business,rent,1
5052,665,120675,35,33.1%,37120,36m,24.31%,home_improvement,rent,1
5053,641,80430,27,38.1%,30085,60m,19.02%,car,rent,1
5054,563,139000,23,6.1%,24159,36m,17.82%,debt_consolidation,mortgage,1
5055,704,21515,4,6.6%,26660,36m,17.27%,small_business,rent,0
5056,674,117206,36,17.1%,36519,36m,12.97%,home_improvement,mortgage,1
5057,782,134210,11,8.1%,30797,36m,21.78%,home_improvement,rent,0
5058,717,124630,34,21.8%,21041,60m,12.62%,medical,rent,0
5059,607,34605,39,30.5%,46935,36m,19.0%,small_business,rent,1
5060,577,76240,1,24.8%,24507,36m,10.86%,wedding,rent,1
5061,575,25586,38,11.9%,7524,60m,7.96%,credit_card,rent,1
5062,662,121221,8,27.9%,20735,60m,7.6%,debt_consolidation,own,1
5063,740,140419,21,29.0%,29675,36m,17.69%,debt_consolidation,mortgage,0
5064,615,142374,4,37.6%,49951,60m,11.56%,wedding,own,1
5065,702,134205,11,10.1%,19673,36m,10.5%,credit_card,rent,1
5066,797,51186,0,29.2%,46083,60m,16.84%,wedding,own,0
5067,680,46928,21,36.9%,37470,36m,5.51%,car,mortgage,1
5068,749,118264,37,22.6%,43603,60m,9.92%,credit_card,mortgage,1
5069,593,103087,18,17.7%,21289,36m,11.81%,car,rent,1
5070,646,142990,15,11.0%,33230,36m,19.17%,debt_consolidation,rent,1
5071,591,107029,30,35.3%,16542,60m,15.9%,small_business,own,1
5072,793,40711,2,18.8%,47027,60m,22.12%,medical,mortgage,1
5073,776,74962,22,37.4%,37690,60m,11.69%,home_improvement,mortgage,0
5074,555,40039,17,34.7%,8654,60m,10.93%,small_business,rent,1
5075,716,56561,25,18.2%,4021,36m,5.66%,debt_consolidation,rent,1
5076,729,95483,12,25.1%,48723,36m,24.03%,debt_consolidation,own,0
5077,572,117871,17,6.0%,22008,60m,15.03%,debt_consolidation,mortgage,1
5078,638,101395,2,14.2%,24728,60m,15.05%,home_improvement,mortgage,1
5079,672,108658,22,29.9%,26162,36m,23.47%,car,rent,0
5080,727,21577,2,28.7%,29446,36m,10.8%,medical,mortgage,0
5081,720,127792,24,17.4%,31979,36m,11.64%,small_business,rent,1
5082,696,48350,26,33.3%,46078,60m,18.13%,small_business,rent,1
5083,746,136908,26,13.3%,6225,36m,20.7%,medical,mortgage,0
5084,600,127468,38,21.1%,11209,36m,18.99%,medical,mortgage,1
5085,560,53798,24,21.5%,46660,36m,20.77%,car,rent,1
5086,797,117434,23,16.9%,17723,60m,16.5%,small_business,mortgage,0
5087,561,101417,7,38.4%,47487,60m,22.26%,credit_card,mortgage,1
5088,623,30785,8,29.4%,5140,60m,16.0%,credit_card,own,1
5089,557,92227,36,23.9%,13721,60m,9.59%,medical,rent,1
5090,701,138680,29,22.9%,4587,36m,15.83%,debt_consolidation,rent,1
5091,769,81957,18,10.6%,45342,36m,19.26%,debt_consolidation,own,0
5092,590,85431,15,18.0%,41437,60m,18.07%,home_improvement,mortgage,1
5093,713,37297,23,28.5%,20989,36m,9.86%,credit_card,mortgage,0
5094,778,91894,20,37.4%,34726,36m,5.82%,debt_consolidation,rent,0
5095,634,136869,35,33.6%,7004,60m,10.05%,wedding,own,1
5096,621,83772,39,15.5%,16301,60m,24.68%,medical,mortgage,1
5097,604,39581,38,20.2%,34679,60m,8.69%,home_improvement,mortgage,1
5098,686,75192,5,7.9%,30103,60m,14.29%,credit_card,own,0
5099,596,21462,4,8.6%,43168,36m,17.77%,home_improvement,mortgage,1
5100,692,148848,13,21.5%,9504,60m,22.59%,debt_consolidation,rent,1
5101,725,84173,3,23.6%,38578,36m,20.21%,medical,mortgage,0
5102,787,35511,7,14.2%,8080,60m,23.18%,wedding,mortgage,0
5103,653,96106,23,27.5%,9408,36m,17.09%,medical,mortgage,1
5104,759,68665,10,29.6%,6153,36m,22.31%,medical,mortgage,0
5105,591,64414,16,15.5%,13055,60m,10.28%,debt_consolidation,rent,1
5106,609,101010,20,31.5%,21760,36m,13.61%,wedding,own,1
5107,761,92573,25,12.2%,19752,60m,21.88%,wedding,mortgage,0
5108,747,113665,26,24.0%,26193,36m,11.51%,car,rent,0
5109,561,127803,15,33.1%,5800,36m,22.42%,small_business,mortgage,1
5110,679,139682,25,23.8%,3037,36m,12.26%,small_business,own,1
5111,556,33386,32,36.8%,32054,60m,12.27%,medical,rent,1
5112,629,144069,30,7.0%,28866,36m,11.18%,small_business,rent,1
5113,680,74460,5,25.6%,2992,36m,15.94%,car,rent,1
5114,658,26221,7,24.7%,25696,60m,7.58%,medical,rent,1
5115,552,43474,6,28.1%,39278,36m,5.73%,car,rent,1
5116,576,126073,33,34.2%,35161,36m,22.95%,credit_card,own,1
5117,663,135375,13,30.4%,10005,60m,23.58%,small_business,rent,1
5118,656,132660,15,32.7%,31400,36m,6.52%,wedding,own,1
5119,589,41045,8,15.1%,18741,36m,15.99%,credit_card,rent,1
5120,779,111319,9,18.6%,19565,60m,15.79%,medical,own,0
5121,710,136582,16,26.9%,41585,60m,12.45%,wedding,rent,1
5122,769,125693,11,24.4%,36833,60m,16.38%,home_improvement,mortgage,0
5123,678,24922,5,38.6%,14094,60m,14.16%,home_improvement,rent,1
5124,796,131943,18,11.5%,33280,36m,14.79%,debt_consolidation,rent,0
5125,557,42706,28,17.3%,48647,60m,20.11%,credit_card,rent,1
5126,650,62771,5,25.0%,46378,60m,15.52%,credit_card,mortgage,1
5127,709,72335,24,35.4%,21513,60m,11.47%,home_improvement,rent,0
5128,673,118015,23,37.5%,2154,36m,16.63%,medical,own,1
5129,725,72949,24,16.8%,32262,60m,17.82%,wedding,rent,0
5130,656,90714,15,7.3%,30134,36m,18.25%,wedding,rent,1
5131,650,115558,15,19.8%,44514,60m,17.37%,wedding,rent,1
5132,553,35240,5,18.8%,10678,36m,18.29%,debt_consolidation,mortgage,1
5133,771,111756,36,39.5%,8294,60m,11.2%,credit_card,rent,0
5134,747,122272,20,20.1%,11574,60m,13.92%,debt_consolidation,rent,0
5135,659,22716,3,15.7%,37183,36m,18.37%,credit_card,mortgage,1
5136,795,36574,33,17.8%,3070,60m,20.09%,car,rent,0
5137,568,131815,27,18.9%,20638,36m,13.68%,wedding,mortgage,1
5138,581,103255,37,33.8%,49553,60m,12.31%,car,rent,1
5139,686,93717,27,7.8%,28082,36m,19.32%,debt_consolidation,mortgage,1
5140,561,131299,16,16.1%,18306,60m,9.44%,wedding,own,1
5141,688,64066,13,38.8%,44835,36m,5.19%,wedding,rent,1
5142,595,135066,6,10.4%,9807,36m,14.42%,home_improvement,rent,1
5143,668,81826,21,31.0%,25224,36m,8.47%,home_improvement,own,1
5144,565,40213,0,17.5%,34143,60m,12.57%,credit_card,mortgage,1
5145,678,91916,28,25.4%,26766,60m,10.82%,small_business,mortgage,0
5146,612,86151,30,8.5%,26715,36m,20.55%,car,mortgage,1
5147,658,148518,29,15.7%,9398,36m,11.63%,car,rent,1
5148,668,137018,14,22.5%,14202,36m,17.81%,debt_consolidation,own,1
5149,794,149024,17,13.1%,29987,60m,18.48%,wedding,mortgage,1
5150,570,70906,34,24.0%,37740,60m,14.13%,small_business,mortgage,1
5151,707,20463,29,12.7%,13312,36m,6.62%,debt_consolidation,own,0
5152,562,51973,33,27.8%,22354,36m,19.01%,home_improvement,mortgage,1
5153,711,94694,10,36.7%,15627,36m,6.5%,home_improvement,mortgage,0
5154,553,40651,26,8.0%,36113,60m,6.98%,small_business,own,1
5155,705,88694,23,12.6%,30758,36m,8.92%,small_business,rent,0
5156,651,40008,34,34.6%,42409,60m,10.61%,home_improvement,rent,1
5157,799,131738,38,27.1%,30486,36m,21.93%,medical,rent,1
5158,772,90474,7,7.8%,17099,36m,18.5%,wedding,own,0
5159,608,58185,17,22.0%,48153,36m,12.74%,car,mortgage,1
5160,796,107924,12,12.3%,43412,60m,24.57%,car,rent,0
5161,677,94417,23,12.0%,3611,60m,9.87%,debt_consolidation,rent,1
5162,576,145502,22,37.9%,33657,36m,17.2%,car,rent,1
5163,618,91139,11,31.7%,20462,36m,21.94%,debt_consolidation,rent,1
5164,574,54980,29,29.4%,12773,36m,21.04%,small_business,own,1
5165,680,42504,30,13.4%,25763,60m,6.81%,small_business,mortgage,1
5166,646,74970,27,9.2%,40547,60m,18.95%,medical,own,1
5167,745,36766,21,35.5%,44218,36m,10.16%,wedding,mortgage,0
5168,574,136944,27,5.2%,31063,36m,12.11%,small_business,mortgage,1
5169,697,113922,12,18.6%,41918,60m,14.78%,wedding,mortgage,0
5170,711,31695,24,14.7%,18737,60m,20.82%,home_improvement,own,0
5171,703,37796,6,25.0%,47360,36m,8.32%,medical,own,0
5172,675,62543,5,13.8%,15861,60m,7.17%,home_improvement,own,1
5173,682,34559,23,15.9%,44523,60m,8.07%,home_improvement,mortgage,0
5174,776,124450,18,34.8%,32284,36m,9.36%,debt_consolidation,rent,1
5175,738,53139,18,26.1%,24428,36m,6.19%,wedding,mortgage,0
5176,769,140494,35,10.1%,2711,36m,23.53%,home_improvement,rent,0
5177,770,123869,8,30.4%,15706,60m,11.38%,wedding,rent,1
5178,558,28802,35,12.3%,30078,60m,8.54%,medical,rent,1
5179,665,93843,37,20.2%,12924,60m,17.76%,credit_card,rent,1
5180,779,60205,39,27.6%,47841,36m,20.74%,small_business,mortgage,0
5181,727,118750,28,14.5%,17921,60m,20.06%,debt_consolidation,rent,0
5182,683,54159,23,18.4%,27432,36m,19.37%,wedding,mortgage,1
5183,760,31516,4,30.7%,19813,36m,6.01%,small_business,rent,0
5184,609,70492,25,37.8%,41212,60m,20.64%,home_improvement,mortgage,1
5185,721,49086,13,23.5%,45452,60m,15.04%,home_improvement,mortgage,0
5186,670,133758,38,5.3%,5420,36m,17.98%,car,rent,1
5187,688,50480,28,16.8%,4068,60m,24.13%,wedding,mortgage,0
5188,743,72091,5,19.0%,41927,36m,21.21%,debt_consolidation,mortgage,0
5189,724,148023,6,16.9%,6806,36m,21.51%,debt_consolidation,mortgage,0
5190,657,130195,36,20.3%,41612,36m,8.63%,medical,mortgage,1
5191,657,67766,17,27.1%,32539,60m,14.53%,credit_card,mortgage,1
5192,750,58737,22,9.2%,13683,36m,23.99%,medical,rent,1
5193,762,29265,37,14.5%,21615,36m,16.65%,medical,mortgage,0
5194,765,134165,0,22.8%,37674,36m,7.05%,medical,mortgage,0
5195,775,139501,3,16.0%,22575,60m,19.64%,credit_card,rent,0
5196,763,138257,34,39.7%,21807,36m,5.86%,medical,mortgage,0
5197,680,90990,22,20.1%,22441,36m,19.85%,small_business,mortgage,0
5198,625,121454,26,35.4%,23578,60m,22.6%,debt_consolidation,rent,1
5199,769,111717,25,36.4%,13117,60m,13.51%,credit_card,mortgage,0
5200,579,35386,7,34.3%,5665,36m,13.27%,home_improvement,mortgage,1
5201,767,124718,15,6.6%,46390,36m,11.08%,car,rent,0
5202,789,57425,2,38.2%,11348,60m,22.54%,car,mortgage,1
5203,570,141635,31,9.5%,30783,36m,15.96%,wedding,mortgage,1
5204,705,63254,4,6.2%,9882,60m,16.59%,small_business,rent,0
5205,797,109863,19,19.5%,7289,36m,18.23%,debt_consolidation,own,1
5206,767,138350,13,11.8%,15910,36m,11.0%,car,own,0
5207,739,73634,31,11.4%,42566,36m,13.66%,small_business,own,0
5208,710,106717,25,15.1%,33983,60m,19.83%,small_business,rent,0
5209,762,67662,5,13.7%,38176,60m,24.71%,car,own,0
5210,712,106988,35,29.0%,19545,60m,5.69%,car,own,0
5211,729,123784,39,11.5%,32289,36m,5.85%,small_business,own,1
5212,583,126337,4,24.0%,48727,60m,13.56%,small_business,own,1
5213,590,119287,12,39.5%,6090,36m,18.19%,home_improvement,rent,1
5214,600,107527,31,20.1%,45801,60m,12.73%,car,rent,1
5215,724,126847,15,27.5%,17362,36m,24.99%,medical,rent,1
5216,631,95452,0,38.9%,24074,60m,8.91%,small_business,mortgage,1
5217,607,30143,12,9.8%,32835,60m,5.16%,debt_consolidation,own,1
5218,624,111391,10,19.7%,15783,36m,8.8%,debt_consolidation,mortgage,1
5219,734,35581,7,34.8%,46162,36m,22.74%,wedding,mortgage,0
5220,572,87443,24,37.6%,37749,36m,7.9%,small_business,rent,1
5221,725,49424,39,26.0%,42833,36m,14.58%,debt_consolidation,rent,0
5222,677,108844,31,10.0%,5554,36m,13.39%,home_improvement,rent,1
5223,699,61984,23,36.6%,47347,60m,18.31%,wedding,mortgage,1
5224,566,61505,27,11.1%,20773,36m,6.09%,home_improvement,mortgage,1
5225,618,132061,13,17.4%,10158,60m,18.18%,small_business,own,1
5226,657,122478,2,18.1%,3014,36m,12.1%,wedding,mortgage,1
5227,688,82699,35,20.7%,48295,36m,23.52%,car,own,1
5228,643,46957,26,32.7%,32331,36m,21.98%,medical,rent,1
5229,564,45464,19,33.1%,47640,36m,12.99%,car,mortgage,1
5230,640,134012,14,30.2%,48969,60m,24.86%,debt_consolidation,rent,1
5231,712,43649,26,5.8%,44986,36m,6.04%,wedding,rent,0
5232,582,62065,27,24.8%,38481,60m,20.77%,medical,own,1
5233,761,112661,24,31.2%,9585,36m,13.68%,debt_consolidation,own,0
5234,674,54758,32,20.6%,6122,60m,13.67%,medical,rent,1
5235,565,25596,13,38.1%,44660,60m,8.4%,small_business,rent,1
5236,711,36374,7,33.8%,18838,36m,15.3%,credit_card,rent,1
5237,615,138686,13,27.3%,19301,36m,6.69%,home_improvement,rent,1
5238,776,23775,0,7.2%,25107,36m,17.33%,wedding,mortgage,0
5239,717,47388,15,27.8%,24625,60m,9.83%,home_improvement,mortgage,0
5240,797,143800,17,36.9%,39142,36m,19.5%,wedding,mortgage,1
5241,705,41029,6,18.3%,2489,60m,17.15%,small_business,rent,0
5242,596,103981,14,34.3%,2984,36m,19.93%,debt_consolidation,rent,1
